           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
May 03 01:54:49     74.0     1253673      197    94.8%    197.0     0.2%     3.3%     0.0%     0.0%     1.9%     0.0%
May 03 01:55:53     81.5     2828417      197    94.8%    197.0     0.2%     3.3%     0.0%     0.0%     1.8%     0.0%
May 03 01:56:54     83.1     4290920      197    94.8%    197.0     0.2%     3.4%     0.0%     0.0%     1.8%     0.0%
May 03 01:57:57     81.6     5643128      197    94.8%    196.9     0.2%     3.4%     0.0%     0.0%     1.8%     0.0%
May 03 01:58:57     82.8     7109118      197    94.7%    196.7     0.2%     3.4%     0.0%     0.0%     1.8%     0.0%
May 03 02:00:00     84.1     8690090      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.8%     0.0%
May 03 02:01:01     84.4    10150924      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:02:02     83.7    11480482      197    94.7%    196.7     0.2%     3.4%     0.0%     0.0%     1.8%     0.0%
May 03 02:03:05     84.2    13033054      197    94.7%    196.7     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:04:06     84.3    14477443      197    94.7%    196.7     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:05:06     84.5    15922768      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:06:09     83.8    17258683      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:07:11     84.3    18813645      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:08:11     84.5    20254808      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:09:16     84.6    21807533      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:10:19     84.1    23141065      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:11:23     84.3    24697752      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:12:27     84.5    26256299      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:13:31     84.6    27809727      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:14:34     84.2    29139924      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:15:38     84.3    30692320      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:16:42     84.5    32246875      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:17:45     84.7    33802666      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:18:47     84.4    35137513      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:19:48     84.4    36579878      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:20:48     84.5    38020297      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:21:48     84.6    39461328      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:22:51     84.3    40794138      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:23:52     84.3    42239056      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:24:56     84.4    43797005      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:26:00     84.5    45352621      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:27:00     84.4    46683228      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:28:02     84.3    48124748      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:29:03     84.4    49568876      197    94.7%    196.6     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:30:04     84.4    51014692      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:31:05     84.6    52572801      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:32:06     84.5    53907499      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:33:08     84.6    55459528      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:34:08     84.6    56902089      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:35:11     84.8    58458320      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:36:11     84.5    59682818      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:37:13     84.5    61124220      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:38:17     84.5    62676564      197    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:39:21     84.6    64232439      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:40:24     84.4    65567546      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:41:24     84.5    67012080      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:42:27     84.6    68564458      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:43:29     84.5    70008206      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:44:33     84.3    71342740      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:45:34     84.5    72900553      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:46:36     84.6    74452708      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:47:38     84.7    76005720      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:48:41     84.5    77338796      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:49:43     84.7    78896178      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:50:46     84.7    80448783      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:51:49     84.8    82000296      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:52:50     84.7    83333359      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:53:53     84.8    84890459      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:54:57     84.8    86446806      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:56:00     84.9    87999058      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:57:04     84.7    89331795      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
May 03 02:58:08     84.8    90889298      196    94.7%    196.5     0.2%     3.4%     0.0%     0.0%     1.9%     0.0%
ALL DONE!
