           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
May 03 01:34:40     68.6     1143917      196    89.8%    195.1     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:35:42     77.0     2608223      196    89.8%    195.5     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:36:43     73.5     3734229      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:37:45     78.0     5311114      197    89.8%    195.8     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:38:46     79.7     6776456      197    89.8%    195.9     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:39:47     80.9     8243456      197    89.8%    195.8     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:40:49     81.5     9711327      197    89.7%    195.8     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:41:50     82.8    11271347      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:42:50     84.0    12825898      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:43:51     84.7    14379606      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:44:51     85.5    15934755      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:45:54     85.8    17491290      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:46:59     85.8    19048674      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:48:01     86.2    20607546      196    89.7%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:49:01     86.6    22163843      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:50:02     87.0    23718809      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:51:04     87.2    25274156      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:52:05     87.4    26830329      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:53:07     87.9    28499360      196    89.8%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:54:11     88.2    30169794      196    89.7%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:55:14     88.3    31724711      196    89.8%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:56:15     88.4    33278298      196    89.7%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:57:17     88.5    34832342      196    89.7%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:58:20     88.0    36165972      196    89.7%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 01:59:24     88.0    37723362      196    89.7%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:00:25     87.6    39059590      196    89.7%    195.7     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:01:27     87.7    40619560      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:02:27     87.9    42174825      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:03:30     87.9    43728216      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:04:30     87.9    45171265      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:05:31     87.8    46615261      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:06:33     87.9    48172162      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:07:35     88.0    49730579      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:08:38     88.0    51288428      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:09:40     88.1    52843519      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:10:43     88.1    54397723      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:11:44     88.2    55952900      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:12:46     88.2    57508889      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:13:46     88.2    58954267      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
May 03 02:14:48     88.3    60513435      196    89.7%    195.6     0.3%     2.8%     0.0%     0.0%     7.4%     0.0%
