           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
May 03 04:20:43     82.3     1371127      196    93.8%    195.9     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:21:43     88.5     2951213      196    93.8%    196.0     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:22:43     90.6     4530028      196    93.8%    196.0     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:23:45     89.2     5997922      196    93.8%    196.0     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:24:47     91.1     7694685      196    93.7%    195.8     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:25:50     92.1     9392101      196    93.7%    195.7     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:26:50     92.4    10963679      196    93.7%    195.5     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:27:51     91.5    12409961      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:28:51     91.7    13965629      196    93.7%    195.7     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:29:53     92.3    15633432      196    93.7%    195.7     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:30:55     92.7    17305188      196    93.7%    195.7     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:31:58     91.9    18754909      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:33:01     92.2    20428561      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:34:04     92.4    22103174      196    93.7%    195.5     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:35:04     92.5    23660217      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:36:11     91.9    25216781      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:37:13     92.2    26886896      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:38:15     92.5    28559260      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:39:16     92.8    30232464      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:40:24     92.6    31907782      196    93.7%    195.5     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:41:24     92.6    33466428      196    93.7%    195.5     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:42:24     92.6    35023163      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:43:25     92.9    36690097      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:44:25     92.9    38247627      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:45:26     92.6    39695858      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:46:26     92.7    41256000      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:47:28     92.8    42929406      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:48:31     92.9    44597705      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:49:31     92.7    46041962      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.7%     0.0%
May 03 04:50:32     92.9    47708658      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:51:34     93.0    49378645      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:52:37     93.1    51050503      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:53:38     93.1    52612045      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:54:39     93.0    54175275      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:55:41     93.2    55843336      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:56:46     92.6    57177107      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:57:46     91.4    57955597      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 04:58:57     90.2    58957038      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:00:05     89.0    59848486      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:01:05     88.1    60740536      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:02:05     87.3    61632971      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:03:09     86.5    62637634      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:04:15     85.7    63641982      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:05:20     85.0    64648620      196    93.7%    195.5     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:06:25     84.3    65649447      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:07:28     83.6    66538709      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:08:28     83.1    67538872      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:09:33     82.5    68541233      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:10:37     82.0    69544167      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:11:41     81.5    70548123      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:12:43     81.0    71551670      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:13:47     80.5    72552423      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:14:59     79.7    73441029      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:15:59     79.4    74442278      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:17:05     78.9    75444934      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:18:09     78.5    76448454      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:19:09     78.1    77341351      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:20:14     77.7    78344670      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:21:18     77.3    79345266      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:22:18     76.8    80123352      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:23:24     76.5    81236322      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:24:29     76.2    82239974      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:25:32     75.9    83243463      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:26:35     75.6    84248542      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:27:38     75.3    85250006      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:28:43     75.0    86250432      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
May 03 05:29:46     74.5    87028244      196    93.7%    195.6     0.2%     3.5%     0.0%     0.0%     2.8%     0.0%
